"紀錄編號",Date,"COUNTYNAME","TOWNNAME","地點整併","經度","緯度","蛙種","記錄方式","生活型態","數量(隻)"
308046,2019/7/18,"新北市","樹林區","超大菜園",121.408829,25.010502,"斑腿樹蛙","目視","蝌蚪","不計數"
308047,2019/7/18,"新北市","樹林區","超大菜園",121.408829,25.010502,"斑腿樹蛙","目視","蝌蚪","不計數"
308048,2019/7/18,"新北市","樹林區","超大菜園",121.408829,25.010502,"斑腿樹蛙","目視","蝌蚪","不計數"
308049,2019/7/18,"新北市","樹林區","超大菜園",121.408829,25.010502,"斑腿樹蛙","目視","雄蛙",1
308050,2019/7/18,"新北市","樹林區","超大菜園",121.408829,25.010502,"斑腿樹蛙","目視","雄蛙",1
308065,2019/7/18,"新北市","樹林區","超大菜園",121.408829,25.010502,"斑腿樹蛙","目視","雄蛙",2
308066,2019/7/18,"新北市","樹林區","超大菜園",121.408829,25.010502,"斑腿樹蛙","目視","雄蛙",2
308074,2019/7/18,"新北市","樹林區","超大菜園",121.408829,25.010502,"斑腿樹蛙","目視","雄蛙",1
308075,2019/7/18,"新北市","樹林區","超大菜園",121.408829,25.010502,"斑腿樹蛙","目視","雄蛙",2
308126,2019/7/9,"台中市","北屯區","大坑9-1號步道",120.733737,24.18115,"斑腿樹蛙","聽音","雄蛙",3
308171,2019/7/9,"宜蘭縣","冬山鄉","淋漓坑水生池",121.699475,24.640943,"斑腿樹蛙","聽音","雄蛙",5
308173,2019/7/9,"宜蘭縣","冬山鄉","淋漓坑水生池",121.699475,24.640943,"斑腿樹蛙","目視","雄蛙",3
308174,2019/7/9,"宜蘭縣","冬山鄉","淋漓坑水生池",121.699475,24.640943,"斑腿樹蛙","目視","雄蛙",5
308175,2019/7/9,"宜蘭縣","冬山鄉","淋漓坑水生池",121.699475,24.640943,"斑腿樹蛙","目視","雄蛙",1
308176,2019/7/9,"宜蘭縣","冬山鄉","淋漓坑水生池",121.699475,24.640943,"斑腿樹蛙","目視","雌蛙",1
308177,2019/7/9,"宜蘭縣","冬山鄉","淋漓坑水生池",121.699475,24.640943,"斑腿樹蛙","目視","雄蛙",11
308178,2019/7/9,"宜蘭縣","冬山鄉","淋漓坑水生池",121.699475,24.640943,"斑腿樹蛙","目視","雌蛙",1
308294,2019/7/12,"台中市","豐原區","烏牛欄溪生態池",120.758144,24.22473,"斑腿樹蛙","目視","蝌蚪","不計數"
308296,2019/7/12,"台中市","豐原區","烏牛欄溪生態池",120.758144,24.22473,"斑腿樹蛙","目視","幼體",1
308297,2019/7/12,"台中市","豐原區","烏牛欄溪生態池",120.758144,24.22473,"斑腿樹蛙","目視","雄蛙",2
308302,2019/7/12,"桃園市","龍潭區","南窩口",121.215041,24.812905,"斑腿樹蛙","聽音","雄蛙",2
308307,2019/7/12,"桃園市","龍潭區","南窩口",121.215041,24.812905,"斑腿樹蛙","目視","成蛙",1
308331,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","雄蛙",7
308332,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","成蛙",1
308333,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","雄蛙",4
308334,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","雌蛙",1
308335,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","雌蛙",1
308336,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","聽音","雄蛙",5
308337,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","聽音","雄蛙","10~19"
308338,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","幼體",1
308339,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","雄蛙",4
308365,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","雄蛙",2
308366,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","蝌蚪","不計數"
308367,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","聽音","雄蛙","10~19"
308368,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","聽音","雄蛙",9
308370,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","雌蛙",1
308371,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","雌蛙",2
308372,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","雌蛙",4
308373,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","雄蛙",1
308374,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","雄蛙",10
308375,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","雄蛙",25
308376,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","雄蛙",5
308377,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","雄蛙",2
308378,2019/7/10,"台北市","南港區","南港公園",121.591571,25.043173,"斑腿樹蛙","目視","幼體",1
308411,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","聽音","雄蛙",3
308412,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","雄蛙",1
308413,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","聽音","雄蛙",1
308414,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","蝌蚪","不計數"
308415,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","雄蛙",5
308416,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","雌蛙",1
308417,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","聽音","雄蛙",2
308418,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","卵塊","不計數"
308419,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","聽音","雄蛙",2
308420,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","蝌蚪","不計數"
308421,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","雄蛙",2
308422,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","卵塊","不計數"
308423,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","雌蛙",1
308424,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","雄蛙",4
308425,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","聽音","雄蛙",3
308426,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","聽音","雄蛙",4
308453,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","蝌蚪","不計數"
308454,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雄蛙",1
308455,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","幼體",5
308456,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","蝌蚪","不計數"
308457,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","幼體",2
308458,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","聽音","雄蛙",5
308459,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","聽音","雄蛙",2
308460,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","聽音","雄蛙","10~19"
308461,2019/7/13,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雄蛙",2
308488,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","幼體",4
308492,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","雄蛙",12
308493,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","卵塊","不計數"
308494,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","卵塊","不計數"
308495,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","卵塊","不計數"
308496,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","卵塊","不計數"
308497,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","卵塊","不計數"
308498,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","卵塊","不計數"
308499,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","卵塊","不計數"
308500,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","卵塊","不計數"
308503,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","雌蛙",2
308515,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","幼體",2
308532,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","雄蛙",1
308533,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","成蛙",2
308535,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","雄蛙",1
308541,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","雄蛙",2
308542,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","雄蛙",1
308545,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","雄蛙",1
308546,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","雌蛙",1
308551,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","幼體",1
308562,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","卵塊","不計數"
308563,2019/7/6,"台北市","北投區","關渡自然公園",121.470512,25.119162,"斑腿樹蛙","目視","卵塊","不計數"
308572,2019/7/13,"台北市","北投區","國立台北藝術大學",121.465798,25.128638,"斑腿樹蛙","目視","幼體",7
308573,2019/7/13,"台北市","北投區","國立台北藝術大學",121.465798,25.128638,"斑腿樹蛙","目視","雄蛙",2
308574,2019/7/13,"台北市","北投區","國立台北藝術大學",121.465798,25.128638,"斑腿樹蛙","目視","幼體",1
308586,2019/7/13,"台北市","北投區","國立台北藝術大學",121.465798,25.128638,"斑腿樹蛙","目視","成蛙",2
308587,2019/7/13,"台北市","北投區","國立台北藝術大學",121.465798,25.128638,"斑腿樹蛙","目視","雌蛙",1
308588,2019/7/13,"台北市","北投區","國立台北藝術大學",121.465798,25.128638,"斑腿樹蛙","目視","雄蛙",1
308589,2019/7/13,"台北市","北投區","國立台北藝術大學",121.465798,25.128638,"斑腿樹蛙","目視","雌蛙",1
308591,2019/7/13,"台北市","北投區","國立台北藝術大學",121.465798,25.128638,"斑腿樹蛙","目視","雌蛙",1
308611,2019/7/14,"新竹縣","關西鎮","正義空氣品質淨化區",121.174235,24.797393,"斑腿樹蛙","聽音","雄蛙",1
308612,2019/7/14,"新竹縣","關西鎮","正義空氣品質淨化區",121.174235,24.797393,"斑腿樹蛙","目視","雄蛙",1
308614,2019/7/14,"新竹縣","關西鎮","正義空氣品質淨化區",121.174235,24.797393,"斑腿樹蛙","目視","雌蛙",1
308615,2019/7/14,"新竹縣","關西鎮","正義空氣品質淨化區",121.174235,24.797393,"斑腿樹蛙","目視","蝌蚪","不計數"
308627,2019/7/14,"新竹縣","關西鎮","不動明王廟",121.17972,24.795003,"斑腿樹蛙","目視","蝌蚪","不計數"
308664,2019/7/12,"南投縣","名間鄉","北極殿有機茶園(OA)",120.650913,23.816518,"斑腿樹蛙","目視","雌蛙",1
308665,2019/7/12,"南投縣","名間鄉","北極殿有機茶園(OA)",120.650913,23.816518,"斑腿樹蛙","目視","卵塊","不計數"
308666,2019/7/12,"南投縣","名間鄉","北極殿有機茶園(OA)",120.650913,23.816518,"斑腿樹蛙","聽音","雄蛙",1
308716,2019/7/15,"台中市","石岡區","德興田園",120.814041,24.264068,"斑腿樹蛙","目視","雄蛙",1
308717,2019/7/15,"台中市","石岡區","德興田園",120.814041,24.264068,"斑腿樹蛙","目視","雄蛙",1
308718,2019/7/15,"台中市","石岡區","德興田園",120.814041,24.264068,"斑腿樹蛙","目視","雌蛙",1
308721,2019/7/15,"台中市","石岡區","德興田園",120.814041,24.264068,"斑腿樹蛙","聽音","雄蛙",1
308724,2019/7/15,"台中市","石岡區","德興田園",120.814041,24.264068,"斑腿樹蛙","聽音","雄蛙",2
308726,2019/7/15,"台中市","石岡區","德興田園",120.814041,24.264068,"斑腿樹蛙","目視","雄蛙",1
308727,2019/7/15,"台中市","石岡區","德興田園",120.814041,24.264068,"斑腿樹蛙","聽音","雄蛙",1
308728,2019/7/15,"台中市","石岡區","德興田園",120.814041,24.264068,"斑腿樹蛙","目視","雄蛙",2
308757,2019/7/12,"新北市","石門區","豬槽潭",121.55372,25.259836,"斑腿樹蛙","目視","成蛙",1
308758,2019/7/16,"台北市","文山區","木柵河濱公園",121.544648,24.985103,"斑腿樹蛙","目視","成蛙",1
308770,2019/7/15,"新北市","淡水區","樹梅坑溪上游段",121.47331,25.147799,"斑腿樹蛙","目視","成蛙",4
308775,2019/7/15,"新北市","淡水區","樹梅坑溪上游段",121.47331,25.147799,"斑腿樹蛙","目視","成蛙",3
308778,2019/7/15,"新北市","淡水區","樹梅坑溪上游段",121.47331,25.147799,"斑腿樹蛙","聽音","雄蛙",4
308815,2019/7/15,"台北市","南港區","中央研究院(南)-學術活動中心",121.612062,25.040707,"斑腿樹蛙","目視","雄蛙",1
308816,2019/7/15,"台北市","南港區","中央研究院(南)-學術活動中心",121.612062,25.040707,"斑腿樹蛙","目視","雄蛙",4
308817,2019/7/15,"台北市","南港區","中央研究院(南)-學術活動中心",121.612062,25.040707,"斑腿樹蛙","聽音","雄蛙",8
308818,2019/7/15,"台北市","南港區","中央研究院(南)-學術活動中心",121.612062,25.040707,"斑腿樹蛙","聽音","雄蛙",4
308819,2019/7/15,"台北市","南港區","中央研究院(南)-學術活動中心",121.612062,25.040707,"斑腿樹蛙","目視","雄蛙",2
308820,2019/7/15,"台北市","南港區","中央研究院(南)-學術活動中心",121.612062,25.040707,"斑腿樹蛙","目視","雌蛙",1
308821,2019/7/15,"台北市","南港區","中央研究院(南)-學術活動中心",121.612062,25.040707,"斑腿樹蛙","目視","蝌蚪","不計數"
308841,2019/7/15,"台北市","南港區","中央研究院(南)-學術活動中心",121.612062,25.040707,"斑腿樹蛙","目視","雌蛙",1
308842,2019/7/15,"台北市","南港區","中央研究院(南)-學術活動中心",121.612062,25.040707,"斑腿樹蛙","目視","雌蛙",2
308843,2019/7/15,"台北市","南港區","中央研究院(南)-學術活動中心",121.612062,25.040707,"斑腿樹蛙","目視","雌蛙",1
308845,2019/7/15,"台北市","南港區","中央研究院(南)-學術活動中心",121.612062,25.040707,"斑腿樹蛙","目視","雌蛙",1
308847,2019/7/15,"台北市","南港區","中央研究院(南)-學術活動中心",121.612062,25.040707,"斑腿樹蛙","目視","雄蛙",8
308849,2019/7/15,"台北市","南港區","中央研究院(南)-學術活動中心",121.612062,25.040707,"斑腿樹蛙","目視","雄蛙",2
308850,2019/7/15,"台北市","南港區","中央研究院(南)-學術活動中心",121.612062,25.040707,"斑腿樹蛙","目視","雄蛙",3
308851,2019/7/15,"台北市","南港區","中央研究院(南)-學術活動中心",121.612062,25.040707,"斑腿樹蛙","目視","雄蛙",1
308852,2019/7/15,"台北市","南港區","中央研究院(南)-學術活動中心",121.612062,25.040707,"斑腿樹蛙","目視","雄蛙",1
308853,2019/7/15,"台北市","南港區","中央研究院(南)-學術活動中心",121.612062,25.040707,"斑腿樹蛙","目視","卵塊","不計數"
308899,2019/7/16,"新竹縣","關西鎮","南山里3鄰",121.15759,24.798594,"斑腿樹蛙","目視","雄蛙",1
308900,2019/7/16,"新竹縣","關西鎮","南山里3鄰",121.15759,24.798594,"斑腿樹蛙","目視","蝌蚪","不計數"
308901,2019/7/16,"新竹縣","關西鎮","南山里3鄰",121.15759,24.798594,"斑腿樹蛙","目視","雄蛙",3
308902,2019/7/16,"新竹縣","關西鎮","南山里3鄰",121.15759,24.798594,"斑腿樹蛙","聽音","雄蛙",2
308903,2019/7/16,"新竹縣","關西鎮","南山里3鄰",121.15759,24.798594,"斑腿樹蛙","目視","雌蛙",1
308922,2019/7/16,"新竹縣","關西鎮","竹16鄉道11K鳳山溪",121.15857,24.799099,"斑腿樹蛙","目視","蝌蚪","不計數"
308943,2019/7/14,"新北市","新店區","青潭里",121.552572,24.949476,"斑腿樹蛙","聽音","雄蛙",2
308987,2019/7/14,"新北市","新店區","青潭里",121.552572,24.949476,"斑腿樹蛙","目視","雄蛙",1
308989,2019/7/14,"新北市","新店區","青潭里",121.552572,24.949476,"斑腿樹蛙","聽音","雄蛙",4
308996,2019/7/14,"新北市","新店區","青潭里",121.552572,24.949476,"斑腿樹蛙","目視","雄蛙",1
308998,2019/7/14,"新北市","新店區","青潭里",121.552572,24.949476,"斑腿樹蛙","目視","雄蛙",1
309001,2019/7/15,"新北市","鶯歌區","尖山公園",121.346185,24.947038,"斑腿樹蛙","目視","雌蛙",2
309004,2019/7/15,"新北市","鶯歌區","尖山公園",121.346185,24.947038,"斑腿樹蛙","目視","雌蛙",1
309005,2019/7/15,"新北市","鶯歌區","尖山公園",121.346185,24.947038,"斑腿樹蛙","目視","蝌蚪","不計數"
309006,2019/7/15,"新北市","鶯歌區","尖山公園",121.346185,24.947038,"斑腿樹蛙","目視","雄蛙",3
309008,2019/7/15,"新北市","鶯歌區","尖山公園",121.346185,24.947038,"斑腿樹蛙","目視","雄蛙",1
309009,2019/7/15,"新北市","鶯歌區","尖山公園",121.346185,24.947038,"斑腿樹蛙","目視","雄蛙",2
309011,2019/7/15,"新北市","鶯歌區","尖山公園",121.346185,24.947038,"斑腿樹蛙","目視","雄蛙",3
309013,2019/7/15,"新北市","鶯歌區","尖山公園",121.346185,24.947038,"斑腿樹蛙","目視","幼體",2
309015,2019/7/15,"新北市","鶯歌區","尖山公園",121.346185,24.947038,"斑腿樹蛙","目視","雄蛙",1
309023,2019/7/15,"新北市","鶯歌區","尖山公園",121.346185,24.947038,"斑腿樹蛙","聽音","雄蛙","10~19"
309177,2019/7/17,"新竹縣","新豐鄉","中崙大自然休閒魚池",121.003197,24.895319,"斑腿樹蛙","聽音","雄蛙",2
309190,2019/7/17,"台北市","南港區","台灣高鐵南港站",121.607049,25.052906,"斑腿樹蛙","目視","成蛙",1
309196,2019/7/14,"雲林縣","斗六市","竹林居餐廳",120.548133,23.679975,"斑腿樹蛙","目視","雄蛙",1
309197,2019/7/14,"雲林縣","斗六市","竹林居餐廳",120.548133,23.679975,"斑腿樹蛙","聽音","雄蛙",1
309270,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雄蛙",1
309272,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雌蛙",1
309273,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雄蛙",5
309274,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","聽音","雄蛙","10~19"
309275,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","蝌蚪","不計數"
309276,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","聽音","雄蛙",1
309277,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雄蛙",6
309278,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","卵塊","不計數"
309279,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雄蛙",2
309280,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雌蛙",1
309281,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","幼體",3
309282,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雄蛙",3
309283,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","卵塊","不計數"
309284,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","蝌蚪","不計數"
309285,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","聽音","雄蛙","10~19"
309286,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雄蛙",1
309287,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","聽音","雄蛙",4
309288,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","幼體",1
309289,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","幼體",1
309290,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雌蛙",1
309292,2019/7/18,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雄蛙",3
309295,2019/7/18,"新竹縣","竹東鎮","河濱公園第二區",121.103277,24.723857,"斑腿樹蛙","聽音","雄蛙",1
309355,2019/7/14,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雄蛙",3
309356,2019/7/14,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雄蛙",1
309357,2019/7/14,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雄蛙",1
309358,2019/7/14,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雄蛙",3
309359,2019/7/14,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雌蛙",1
309360,2019/7/14,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雌蛙",1
309361,2019/7/14,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雌蛙",1
309362,2019/7/14,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雌蛙",1
309363,2019/7/14,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雌蛙",1
309368,2019/7/1,"彰化縣","芬園鄉","寶藏寺後方",120.626036,23.999516,"斑腿樹蛙","目視","成蛙",6
309369,2019/7/1,"彰化縣","芬園鄉","寶藏寺後方",120.626036,23.999516,"斑腿樹蛙","目視","成蛙",6
309370,2019/7/1,"彰化縣","芬園鄉","寶藏寺後方",120.626036,23.999516,"斑腿樹蛙","目視","成蛙",3
309371,2019/7/1,"彰化縣","芬園鄉","寶藏寺後方",120.626036,23.999516,"斑腿樹蛙","目視","蝌蚪","不計數"
309372,2019/7/1,"彰化縣","芬園鄉","寶藏寺後方",120.626036,23.999516,"斑腿樹蛙","聽音","雄蛙",3
309376,2019/7/1,"彰化縣","溪湖鎮","肉品市場附近",120.457016,23.954577,"斑腿樹蛙","目視","成蛙",4
309377,2019/7/1,"彰化縣","溪湖鎮","肉品市場附近",120.457016,23.954577,"斑腿樹蛙","聽音","雄蛙",2
309378,2019/7/1,"彰化縣","溪湖鎮","肉品市場附近",120.457016,23.954577,"斑腿樹蛙","目視","蝌蚪","不計數"
309431,2019/7/2,"彰化縣","社頭鄉","清水岩寺",120.614343,23.886284,"斑腿樹蛙","聽音","雄蛙",3
309432,2019/7/2,"彰化縣","社頭鄉","清水岩寺",120.614343,23.886284,"斑腿樹蛙","目視","成蛙",1
309433,2019/7/2,"彰化縣","社頭鄉","清水岩寺",120.614343,23.886284,"斑腿樹蛙","目視","成蛙",1
309434,2019/7/2,"彰化縣","社頭鄉","清水岩寺",120.614343,23.886284,"斑腿樹蛙","目視","成蛙",1
309450,2019/7/3,"彰化縣","芬園鄉","八卦山蝴蝶園",120.597791,24.02107,"斑腿樹蛙","聽音","雄蛙","10~19"
309457,2019/7/3,"彰化縣","芬園鄉","北極殿(豬母湖北側)",120.6018,24.037505,"斑腿樹蛙","聽音","雄蛙",3
309458,2019/7/3,"彰化縣","芬園鄉","北極殿(豬母湖北側)",120.6018,24.037505,"斑腿樹蛙","聽音","雄蛙",5
309459,2019/7/3,"彰化縣","芬園鄉","北極殿(豬母湖北側)",120.6018,24.037505,"斑腿樹蛙","目視","成蛙",3
309472,2019/7/9,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雄蛙",15
309474,2019/7/9,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","聽音","雄蛙","10~19"
309477,2019/7/9,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","蝌蚪","不計數"
309491,2019/7/9,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雌蛙",3
309493,2019/7/9,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雄蛙",5
309495,2019/7/9,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","蝌蚪","不計數"
309499,2019/7/9,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雄蛙",2
309526,2019/7/14,"桃園市","蘆竹區","泉州街2",121.293593,25.097337,"斑腿樹蛙","聽音","雄蛙",3
309542,2019/7/14,"新北市","林口區","樂活公園",121.373104,25.066661,"斑腿樹蛙","聽音","雄蛙",3
309549,2019/5/14,"台北市","士林區","士林官邸生態園",121.530154,25.092834,"斑腿樹蛙","目視","雄蛙",2
