年,季節,蛙種,數量,縣市,鄉鎮,地點,環境型態,經度,緯度
2011,S1,貢德氏赤蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S1,黑眶蟾蜍,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S1,諸羅樹蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S1,澤蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S2,小雨蛙,16,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S2,史丹吉氏小雨蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S2,布氏樹蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S2,拉都希氏赤蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S2,虎皮蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S2,面天樹蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S2,貢德氏赤蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S2,黑眶蟾蜍,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S2,諸羅樹蛙,8,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S2,澤蛙,6,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S3,小雨蛙,4,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S3,史丹吉氏小雨蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S3,布氏樹蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S3,拉都希氏赤蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S3,虎皮蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S3,面天樹蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S3,貢德氏赤蛙,3,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S3,黑眶蟾蜍,1,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S3,諸羅樹蛙,4,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S3,澤蛙,10,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S4,小雨蛙,23,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S4,史丹吉氏小雨蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S4,布氏樹蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S4,拉都希氏赤蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S4,虎皮蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S4,面天樹蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S4,貢德氏赤蛙,2,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S4,黑眶蟾蜍,6,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S4,諸羅樹蛙,0,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S4,澤蛙,8,嘉義市,,頂庄,闊葉林,120.461117,23.495453
2011,S1,小雨蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S1,日本樹蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S1,布氏樹蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S1,艾氏樹蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S1,拉都希氏赤蛙,34,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S1,長腳赤蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S1,美洲牛蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S1,面天樹蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S1,貢德氏赤蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S1,梭德氏赤蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地/森林,120.816058,24.121326
2011,S1,莫氏樹蛙,1,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S1,斯文豪氏赤蛙,1,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S1,黑眶蟾蜍,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S1,黑蒙西氏小雨蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S1,腹斑蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S1,福建大頭蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S1,盤古蟾蜍,4,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S1,褐樹蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S1,澤蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,小雨蛙,1,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,日本樹蛙,4,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,布氏樹蛙,8,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,艾氏樹蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,拉都希氏赤蛙,18,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,長腳赤蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,美洲牛蛙,1,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,面天樹蛙,2,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,貢德氏赤蛙,3,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,梭德氏赤蛙,2,台中市,太平區,頭汴坑尊天休閒農場,墾地/森林,120.816058,24.121326
2011,S2,莫氏樹蛙,2,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,斯文豪氏赤蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,黑眶蟾蜍,6,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,黑蒙西氏小雨蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,腹斑蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,福建大頭蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,盤古蟾蜍,4,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,褐樹蛙,3,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S2,澤蛙,5,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,小雨蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,日本樹蛙,38,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,布氏樹蛙,2,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,艾氏樹蛙,3,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,拉都希氏赤蛙,7,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,長腳赤蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,美洲牛蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,面天樹蛙,8,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,貢德氏赤蛙,4,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,梭德氏赤蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地/森林,120.816058,24.121326
2011,S3,莫氏樹蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,斯文豪氏赤蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,黑眶蟾蜍,3,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,黑蒙西氏小雨蛙,13,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,腹斑蛙,3,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,福建大頭蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,盤古蟾蜍,1,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,褐樹蛙,7,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S3,澤蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,小雨蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,日本樹蛙,2,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,布氏樹蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,艾氏樹蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,拉都希氏赤蛙,46,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,長腳赤蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,美洲牛蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,面天樹蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,貢德氏赤蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,梭德氏赤蛙,6,台中市,太平區,頭汴坑尊天休閒農場,墾地/森林,120.816058,24.121326
2011,S4,莫氏樹蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,斯文豪氏赤蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,黑眶蟾蜍,1,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,黑蒙西氏小雨蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,腹斑蛙,7,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,福建大頭蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,盤古蟾蜍,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,褐樹蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2011,S4,澤蛙,0,台中市,太平區,頭汴坑尊天休閒農場,墾地,120.816058,24.121326
2012,S2,小雨蛙,2,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S2,布氏樹蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S2,拉都希氏赤蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S2,虎皮蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S2,貢德氏赤蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S2,莫氏樹蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S2,黑眶蟾蜍,36,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S2,腹斑蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S2,澤蛙,3,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S3,小雨蛙,1,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S3,布氏樹蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S3,拉都希氏赤蛙,1,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S3,虎皮蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S3,貢德氏赤蛙,1,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S3,莫氏樹蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S3,黑眶蟾蜍,5,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S3,腹斑蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S3,澤蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S4,小雨蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S4,布氏樹蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S4,拉都希氏赤蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S4,虎皮蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S4,貢德氏赤蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S4,莫氏樹蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S4,黑眶蟾蜍,1,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S4,腹斑蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S4,澤蛙,0,花蓮縣,花蓮市,南濱魚池,墾地,121.608139,23.968301
2012,S2,小雨蛙,7,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,日本樹蛙,0,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,布氏樹蛙,3,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,艾氏樹蛙,11,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,拉都希氏赤蛙,5,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,長腳赤蛙,2,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,美洲牛蛙,0,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,面天樹蛙,6,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,貢德氏赤蛙,0,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,斑腿樹蛙,0,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,斯文豪氏赤蛙,0,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,黑眶蟾蜍,9,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,腹斑蛙,1,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,福建大頭蛙,5,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,翡翠樹蛙,4,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,臺北樹蛙,0,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,盤古蟾蜍,15,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,褐樹蛙,15,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S2,澤蛙,1,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,小雨蛙,1,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,日本樹蛙,2,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,布氏樹蛙,3,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,艾氏樹蛙,6,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,拉都希氏赤蛙,11,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,長腳赤蛙,3,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,美洲牛蛙,0,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,面天樹蛙,2,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,貢德氏赤蛙,3,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,斑腿樹蛙,0,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,斯文豪氏赤蛙,4,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,黑眶蟾蜍,9,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,腹斑蛙,10,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,福建大頭蛙,0,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,翡翠樹蛙,2,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,臺北樹蛙,0,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,盤古蟾蜍,8,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,褐樹蛙,0,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S3,澤蛙,11,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,小雨蛙,1,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,日本樹蛙,3,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,布氏樹蛙,1,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,艾氏樹蛙,5,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,拉都希氏赤蛙,6,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,長腳赤蛙,2,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,美洲牛蛙,0,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,面天樹蛙,2,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,貢德氏赤蛙,0,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,斑腿樹蛙,0,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,斯文豪氏赤蛙,0,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,黑眶蟾蜍,15,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,腹斑蛙,1,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,福建大頭蛙,0,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,翡翠樹蛙,17,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,臺北樹蛙,0,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,盤古蟾蜍,20,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,褐樹蛙,1,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,澤蛙,6,新北市,土城區,山中湖,闊葉林,121.466391,24.95498
2012,S4,小雨蛙,0,桃園市,龍潭區,渴望村水池,墾地,121.182678,24.836786
2012,S4,中國樹蟾,0,桃園市,龍潭區,渴望村水池,墾地,121.182678,24.836786
2012,S4,布氏樹蛙,0,桃園市,龍潭區,渴望村水池,墾地,121.182678,24.836786
2012,S4,艾氏樹蛙,0,桃園市,龍潭區,渴望村水池,墾地,121.182678,24.836786
2012,S4,拉都希氏赤蛙,0,桃園市,龍潭區,渴望村水池,墾地,121.182678,24.836786
2012,S4,虎皮蛙,0,桃園市,龍潭區,渴望村水池,墾地,121.182678,24.836786
2012,S4,長腳赤蛙,4,桃園市,龍潭區,渴望村水池,墾地,121.182678,24.836786
2012,S4,面天樹蛙,0,桃園市,龍潭區,渴望村水池,墾地,121.182678,24.836786
2012,S4,貢德氏赤蛙,0,桃園市,龍潭區,渴望村水池,墾地,121.182678,24.836786
2012,S4,黑眶蟾蜍,0,桃園市,龍潭區,渴望村水池,墾地,121.182678,24.836786
2012,S4,腹斑蛙,0,桃園市,龍潭區,渴望村水池,墾地,121.182678,24.836786
2012,S4,臺北樹蛙,0,桃園市,龍潭區,渴望村水池,墾地,121.182678,24.836786
2012,S4,盤古蟾蜍,2,桃園市,龍潭區,渴望村水池,墾地,121.182678,24.836786
2012,S4,澤蛙,2,桃園市,龍潭區,渴望村水池,墾地,121.182678,24.836786
2012,S1,小雨蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,中國樹蟾,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,日本樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,布氏樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,艾氏樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,拉都希氏赤蛙,31,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,虎皮蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,長腳赤蛙,1,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,面天樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,貢德氏赤蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,斯文豪氏赤蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,黑眶蟾蜍,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,腹斑蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,福建大頭蛙,3,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,臺北赤蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,臺北樹蛙,2,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,盤古蟾蜍,1,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,褐樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S1,澤蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,小雨蛙,21,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,中國樹蟾,1,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,日本樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,布氏樹蛙,3,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,艾氏樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,拉都希氏赤蛙,15,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,虎皮蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,長腳赤蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,面天樹蛙,33,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,貢德氏赤蛙,7,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,斯文豪氏赤蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,黑眶蟾蜍,3,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,腹斑蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,福建大頭蛙,3,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,臺北赤蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,臺北樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,盤古蟾蜍,5,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,褐樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S2,澤蛙,19,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,小雨蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,中國樹蟾,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,日本樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,布氏樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,艾氏樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,拉都希氏赤蛙,4,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,虎皮蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,長腳赤蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,面天樹蛙,3,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,貢德氏赤蛙,6,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,斯文豪氏赤蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,黑眶蟾蜍,3,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,腹斑蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,福建大頭蛙,1,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,臺北赤蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,臺北樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,盤古蟾蜍,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,褐樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S3,澤蛙,8,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S4,小雨蛙,16,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S4,中國樹蟾,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S4,日本樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S4,布氏樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S4,艾氏樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S4,拉都希氏赤蛙,4,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S4,虎皮蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S4,長腳赤蛙,1,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S4,面天樹蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S4,貢德氏赤蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S4,斯文豪氏赤蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S4,黑眶蟾蜍,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S4,腹斑蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
2012,S4,福建大頭蛙,0,桃園市,龍潭區,齊粑崠,墾地,121.209668,24.812091
