SITE,年,季節,蛙種,數量,縣市,鄉鎮,地點,環境型態,經度,緯度
33,2014,S4,腹斑蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2014,S4,臺北樹蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2014,S4,盤古蟾蜍,3,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2014,S4,澤蛙,1,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S1,小雨蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S1,中國樹蟾,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S1,日本樹蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S1,布氏樹蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S1,艾氏樹蛙,3,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S1,拉都希氏赤蛙,48,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S1,虎皮蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S1,金線蛙,28,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S1,長腳赤蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S1,面天樹蛙,26,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S1,貢德氏赤蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S1,莫氏樹蛙,5,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S1,黑眶蟾蜍,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S1,腹斑蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S1,臺北樹蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S1,盤古蟾蜍,35,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S1,澤蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S2,小雨蛙,33,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S2,中國樹蟾,15,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S2,日本樹蛙,1,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S2,布氏樹蛙,5,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S2,艾氏樹蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S2,拉都希氏赤蛙,1,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S2,虎皮蛙,8,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S2,金線蛙,34,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S2,長腳赤蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S2,面天樹蛙,24,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S2,貢德氏赤蛙,13,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S2,莫氏樹蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S2,黑眶蟾蜍,1,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S2,腹斑蛙,16,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S2,臺北樹蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S2,盤古蟾蜍,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S2,澤蛙,1,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S3,小雨蛙,3,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S3,中國樹蟾,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S3,日本樹蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S3,布氏樹蛙,2,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S3,艾氏樹蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S3,拉都希氏赤蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S3,虎皮蛙,5,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S3,金線蛙,42,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S3,長腳赤蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S3,面天樹蛙,3,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S3,貢德氏赤蛙,7,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S3,莫氏樹蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S3,黑眶蟾蜍,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S3,腹斑蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S3,臺北樹蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S3,盤古蟾蜍,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S3,澤蛙,5,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S4,小雨蛙,15,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S4,中國樹蟾,15,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S4,日本樹蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S4,布氏樹蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S4,艾氏樹蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S4,拉都希氏赤蛙,122,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S4,虎皮蛙,1,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S4,金線蛙,15,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S4,長腳赤蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S4,面天樹蛙,17,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S4,貢德氏赤蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S4,莫氏樹蛙,4,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S4,黑眶蟾蜍,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S4,腹斑蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S4,臺北樹蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S4,盤古蟾蜍,5,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
33,2015,S4,澤蛙,0,宜蘭縣,冬山鄉,淋漓坑水生池,墾地,121.699475,24.640943
34,2010,S2,日本樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S2,布氏樹蛙,4,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S2,艾氏樹蛙,3,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S2,拉都希氏赤蛙,5,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S2,長腳赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S2,面天樹蛙,35,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S2,貢德氏赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S2,斑腿樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S2,斯文豪氏赤蛙,15,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S2,腹斑蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S2,福建大頭蛙,3,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S2,翡翠樹蛙,3,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S2,臺北樹蛙,11,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S2,盤古蟾蜍,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S2,褐樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S2,澤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S3,日本樹蛙,2,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S3,布氏樹蛙,3,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S3,艾氏樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S3,拉都希氏赤蛙,6,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S3,長腳赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S3,面天樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S3,貢德氏赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S3,斑腿樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S3,斯文豪氏赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S3,腹斑蛙,5,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S3,福建大頭蛙,4,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S3,翡翠樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S3,臺北樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S3,盤古蟾蜍,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S3,褐樹蛙,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S3,澤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S4,日本樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S4,布氏樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S4,艾氏樹蛙,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S4,拉都希氏赤蛙,6,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S4,長腳赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S4,面天樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S4,貢德氏赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S4,斑腿樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S4,斯文豪氏赤蛙,15,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S4,腹斑蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S4,福建大頭蛙,4,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S4,翡翠樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S4,臺北樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S4,盤古蟾蜍,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S4,褐樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2010,S4,澤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S1,日本樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S1,布氏樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S1,艾氏樹蛙,2,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S1,拉都希氏赤蛙,4,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S1,長腳赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S1,面天樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S1,貢德氏赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S1,斑腿樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S1,斯文豪氏赤蛙,18,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S1,腹斑蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S1,福建大頭蛙,2,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S1,翡翠樹蛙,4,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S1,臺北樹蛙,9,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S1,盤古蟾蜍,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S1,褐樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S1,澤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S2,日本樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S2,布氏樹蛙,8,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S2,艾氏樹蛙,6,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S2,拉都希氏赤蛙,3,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S2,長腳赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S2,面天樹蛙,14,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S2,貢德氏赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S2,斑腿樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S2,斯文豪氏赤蛙,7,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S2,腹斑蛙,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S2,福建大頭蛙,4,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S2,翡翠樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S2,臺北樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S2,盤古蟾蜍,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S2,褐樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S2,澤蛙,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S3,日本樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S3,布氏樹蛙,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S3,艾氏樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S3,拉都希氏赤蛙,4,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S3,長腳赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S3,面天樹蛙,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S3,貢德氏赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S3,斑腿樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S3,斯文豪氏赤蛙,6,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S3,腹斑蛙,7,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S3,福建大頭蛙,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S3,翡翠樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S3,臺北樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S3,盤古蟾蜍,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S3,褐樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S3,澤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S4,日本樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S4,布氏樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S4,艾氏樹蛙,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S4,拉都希氏赤蛙,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S4,長腳赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S4,面天樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S4,貢德氏赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S4,斑腿樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S4,斯文豪氏赤蛙,4,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S4,腹斑蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S4,福建大頭蛙,5,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S4,翡翠樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S4,臺北樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S4,盤古蟾蜍,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S4,褐樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2011,S4,澤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S1,日本樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S1,布氏樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S1,艾氏樹蛙,4,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S1,拉都希氏赤蛙,11,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S1,長腳赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S1,面天樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S1,貢德氏赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S1,斑腿樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S1,斯文豪氏赤蛙,29,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S1,腹斑蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S1,福建大頭蛙,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S1,翡翠樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S1,臺北樹蛙,13,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S1,盤古蟾蜍,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S1,褐樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S1,澤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S2,日本樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S2,布氏樹蛙,2,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S2,艾氏樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S2,拉都希氏赤蛙,3,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S2,長腳赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S2,面天樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S2,貢德氏赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S2,斑腿樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S2,斯文豪氏赤蛙,3,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S2,腹斑蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S2,福建大頭蛙,3,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S2,翡翠樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S2,臺北樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S2,盤古蟾蜍,7,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S2,褐樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S2,澤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S4,日本樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S4,布氏樹蛙,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S4,艾氏樹蛙,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S4,拉都希氏赤蛙,5,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S4,長腳赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S4,面天樹蛙,2,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S4,貢德氏赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S4,斑腿樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S4,斯文豪氏赤蛙,6,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S4,腹斑蛙,3,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S4,福建大頭蛙,2,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S4,翡翠樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S4,臺北樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S4,盤古蟾蜍,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S4,褐樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2012,S4,澤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2013,S4,日本樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2013,S4,布氏樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2013,S4,艾氏樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2013,S4,拉都希氏赤蛙,2,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2013,S4,長腳赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2013,S4,面天樹蛙,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2013,S4,貢德氏赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2013,S4,斑腿樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2013,S4,斯文豪氏赤蛙,5,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2013,S4,腹斑蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2013,S4,福建大頭蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2013,S4,翡翠樹蛙,3,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2013,S4,臺北樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2013,S4,盤古蟾蜍,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2013,S4,褐樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2013,S4,澤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S1,日本樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S1,布氏樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S1,艾氏樹蛙,7,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S1,拉都希氏赤蛙,24,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S1,長腳赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S1,面天樹蛙,2,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S1,貢德氏赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S1,斑腿樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S1,斯文豪氏赤蛙,34,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S1,腹斑蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S1,福建大頭蛙,2,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S1,翡翠樹蛙,5,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S1,臺北樹蛙,17,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S1,盤古蟾蜍,4,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S1,褐樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S1,澤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S2,日本樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S2,布氏樹蛙,2,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S2,艾氏樹蛙,13,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S2,拉都希氏赤蛙,6,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S2,長腳赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S2,面天樹蛙,17,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S2,貢德氏赤蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S2,斑腿樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S2,斯文豪氏赤蛙,5,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S2,腹斑蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S2,福建大頭蛙,6,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S2,翡翠樹蛙,4,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S2,臺北樹蛙,0,桃園市,大溪區,白石山,墾地,121.310892,24.837799
34,2014,S2,盤古蟾蜍,1,桃園市,大溪區,白石山,墾地,121.310892,24.837799
