waterBody	siteName	waterQuality	month	season	siteCode	samplingDepth	temperature	waterTempeature	salinity	pH	DOByTitration	DOByElectrode	DOSaturation	SS	SSMethodLimit	chlorophyllA	chlorophyllAMethodLimit	ammoniaN	ammoniaNMethodLimit	nitrateN	nitrateNMethodLimit	PH4N	PH4NMethodLimit	nitriteN	nitriteNMethodLimit	silicate	silicateMethodLimit	Cd	CdMethodLimit	Cr	CrMethodLimit	Cu	CuMethidLimit	Zn	ZnMethodLimit	Pb	PbMethodLimit	Hg	HgMethodLimit	year
高雄港沿海海域	旗津	乙	6	2	5192	1	NA	28.6	31.4	8.2	8.1	NA	NA	7.2	NA	10.9	NA	NA	NA	0.07	NA	0	0.025	0.004	NA	0.44	NA	0	0.0005	0	0.002	0.001	NA	0.0009	NA	0	0.004	0	0.0006	2002
南灣核三廠沿海海域	核三廠出水口右側	乙	6	2	5200	1	NA	30.2	32	8.1	6.1	NA	NA	0	3	2.7	NA	NA	NA	0	0.05	0	0.025	0.004	NA	0.39	NA	0	0.0005	0	0.002	0.0023	NA	0.0034	NA	0	0.004	0.0019	NA	2002
南灣核三廠沿海海域	核三廠出水口左側	乙	6	2	5201	1	NA	28.4	31.8	8.1	6.7	NA	NA	0	3	2.3	NA	NA	NA	0	0.05	0	0.025	0.004	NA	0.34	NA	0	0.0005	0	0.002	0.0008	NA	0.0013	NA	0	0.004	0.0011	NA	2002
南灣核三廠沿海海域	核三廠入水口	乙	6	2	5202	1	NA	28.1	32.1	8.1	6.5	NA	NA	0	3	3.3	NA	NA	NA	0	0.05	0	0.025	0.003	NA	0.34	NA	0	0.0005	0	0.002	0.0007	NA	0.0006	NA	0	0.004	0.001	NA	2002
南灣核三廠沿海海域	後壁湖漁港	乙	6	2	5203	1	NA	28	31.9	8.1	6.4	NA	NA	0	3	3	NA	NA	NA	0	0.05	0	0.025	0.003	NA	0.34	NA	0	0.0005	0	0.002	0.0007	NA	0.0008	NA	0	0.004	0.0015	NA	2002
南灣核三廠沿海海域	南灣	乙	6	2	5204	1	NA	28	31.5	8.2	6.4	NA	NA	0	3	3.6	NA	NA	NA	0.05	NA	0	0.025	0.003	NA	0.44	NA	0	0.0005	0	0.002	0.001	NA	0.0009	NA	0	0.004	0.0019	NA	2002
南灣核三廠沿海海域	石牛溪口	乙	6	2	5205	1	NA	28.5	32.1	8.2	6.4	NA	NA	0	3	3.1	NA	NA	NA	0	0.05	0.098	NA	0	0.001	0.39	NA	0	0.0005	0	0.002	0.0007	NA	0	0.0005	0	0.004	0.0013	NA	2002
台東沿海海域	成功港外海	甲	6	2	5209	1	29.2	28.4	33.5	8.1	NA	6.7	103.7	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0014	NA	0.0058	NA	0.0002	NA	0	0.0003	2016
台東沿海海域	蘭嶼	甲	6	2	5210	1	NA	27.6	31.2	8.2	6.5	NA	NA	0	3	2.5	NA	NA	NA	0	0.05	0	0.025	0	0.001	1.54	NA	0	0.0005	0	0.002	0.0008	NA	0	0.0005	0	0.004	0	0.0006	2002
澎湖沿海海域	烏崁海域	甲	6	2	5213	1	NA	27.6	33.8	8.2	6.1	6.1	93.4	0	3	0.2	NA	NA	NA	0	0.05	0	0.025	0.002	NA	0.1	NA	0	0.0005	0	0.002	0.0057	NA	0.005	NA	0	0.004	0	0.0006	2004
澎湖沿海海域	烏崁海域	甲	6	2	5213	1	NA	27.8	34.6	8.2	6.6	NA	NA	0	3	2.2	NA	NA	NA	0	0.05	0	0.025	0.001	NA	0.18	NA	0	0.0005	0	0.002	0.0008	NA	0.0058	NA	0.005	NA	0.001	NA	2002
澎湖沿海海域	紗帽山海域	甲	6	2	5214	1	NA	27.4	33.6	8.2	6.5	6.5	99.2	0	3	0.3	NA	NA	NA	0	0.05	0.037	NA	0.004	NA	0	0.05	0	0.0005	0	0.002	0.0066	NA	0.0041	NA	0	0.004	0	0.0006	2004
澎湖沿海海域	紗帽山海域	甲	6	2	5214	1	NA	27.2	34.6	8.2	6.8	NA	NA	0	3	2.2	NA	NA	NA	0	0.05	0	0.025	0.001	NA	0.23	NA	0	0.0005	0	0.002	0.0008	NA	0.0022	NA	0.005	NA	0.0017	NA	2002
澎湖沿海海域	龍門海域	甲	6	2	5215	1	NA	27.6	33.9	8.2	6.6	6.6	101.8	0	3	0	0.1	NA	NA	0	0.05	0	0.025	0	0.001	0.11	NA	0	0.0005	0	0.002	0.0019	NA	0.0049	NA	0	0.004	0	0.0006	2004
澎湖沿海海域	龍門海域	甲	6	2	5215	1	NA	28.2	34.5	8.2	6.2	NA	NA	0	3	3	NA	NA	NA	0	0.05	0	0.025	0.001	NA	0.14	NA	0	0.0005	0	0.002	0.0011	NA	0.0028	NA	0	0.004	0.0008	NA	2002
澎湖沿海海域	吉貝海域	甲	6	2	5216	1	NA	27	34.5	8.2	6.6	6.6	100.8	4.8	NA	0.6	NA	NA	NA	0	0.05	0.052	NA	0.002	NA	0	0.05	0	0.0005	0	0.002	0.003	NA	0.0072	NA	0	0.004	0	0.0006	2004
澎湖沿海海域	吉貝海域	甲	6	2	5216	1	NA	26.8	34.8	8.2	7.4	NA	NA	3.3	NA	2.1	NA	NA	NA	0	0.05	0	0.025	0.003	NA	0.09	NA	0	0.0005	0	0.002	0.0013	NA	0	0.0005	0	0.004	0.001	NA	2002
澎湖沿海海域	七美海域	甲	6	2	5217	1	NA	26.2	34.2	8.2	6.2	6.3	93.9	4.4	NA	0.8	NA	NA	NA	0	0.05	0.046	NA	0.001	NA	0.1	NA	0	0.0005	0	0.002	0.0046	NA	0.0055	NA	0	0.004	0	0.0006	2004
澎湖沿海海域	七美海域	甲	6	2	5217	1	NA	27	34.2	8.2	6.4	NA	NA	0	3	2.3	NA	NA	NA	0	0.05	0	0.025	0.002	NA	0.14	NA	0	0.0005	0	0.002	0	0.0005	0.0016	NA	0	0.004	0.0013	NA	2002
澎湖沿海海域	望安海域	甲	6	2	5218	1	NA	26	34.2	8.2	6.6	6.5	97.4	0	3	0.6	NA	NA	NA	0	0.05	0.043	NA	0.002	NA	0	0.05	0	0.0005	0	0.002	0.0016	NA	0.0045	NA	0	0.004	0	0.0006	2004
澎湖沿海海域	望安海域	甲	6	2	5218	1	NA	25.7	34.8	8.2	6.6	NA	NA	0	3	2.3	NA	NA	NA	0	0.05	0	0.025	0.002	NA	0.23	NA	0	0.0005	0	0.002	0.0007	NA	0.0033	NA	0	0.004	0.0017	NA	2002
澎湖沿海海域	外垵4海浬外	甲	6	2	5219	1	NA	26.1	33.7	8.2	6.4	6.4	95.1	3.9	NA	0.4	NA	NA	NA	0	0.05	0.067	NA	0.004	NA	0.12	NA	0	0.0005	0	0.002	0.0048	NA	0.0027	NA	0	0.004	0	0.0006	2004
澎湖沿海海域	外垵4海浬外	甲	6	2	5219	1	NA	25.6	34.8	8.2	6.5	NA	NA	5.9	NA	2.9	NA	NA	NA	0	0.05	0	0.025	0.002	NA	0.27	NA	0	0.0005	0	0.002	0.0006	NA	0.0013	NA	0	0.004	0.0006	NA	2002
新竹香山沿海海域	頭前溪口南側	乙	7	3	5142	1	30.3	29.6	32.7	8.3	NA	6.6	102.7	9.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00004	NA	NA	NA	0.0005	NA	0.0031	NA	0.0003	NA	0	0.0003	2016
新竹香山沿海海域	頭前溪口南側	乙	7	3	5142	1	31.1	29.6	33.7	8.2	NA	7.2	114.3	5.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0002	NA	0.0022	NA	0.0001	NA	0	0.0003	2015
新竹香山沿海海域	鳳山溪北側	乙	7	3	5143	1	28	29.6	33.7	8.2	NA	7.2	114.4	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0003	NA	0.003	NA	0.0002	NA	0	0.0003	2015
新竹香山沿海海域	鳳山溪北側	乙	7	3	5143	1	30.2	29.4	32.7	8.3	NA	7	109.7	4.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00005	NA	NA	NA	0.0006	NA	0.0015	NA	0.0002	NA	0	0.0003	2016
新竹香山沿海海域	客雅溪河口外4海浬處	乙	7	3	5144	1	31.1	29.8	33.7	8.2	NA	7.1	113.2	6.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0002	NA	0.0023	NA	0.0003	NA	0	0.0003	2015
新竹香山沿海海域	客雅溪河口外4海浬處	乙	7	3	5144	1	30.1	29.3	33.1	8.2	NA	6.9	107.9	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0004	NA	0.0021	NA	0.0003	NA	0	0.0003	2016
新竹香山沿海海域	紅毛港外	乙	7	3	5145	1	30.3	29.4	33	8.3	NA	6.7	104.6	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00005	NA	NA	NA	0.0005	NA	0.0018	NA	0.0003	NA	0	0.0003	2016
新竹香山沿海海域	紅毛港外	乙	7	3	5145	1	29.3	29.6	33.7	8.2	NA	6.9	109.5	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0003	NA	0.0022	NA	0.0001	NA	0	0.0003	2015
新竹香山沿海海域	中港溪口一	乙	7	3	5159	1	30.2	29.3	33.1	8.2	NA	6.8	106.6	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0004	NA	0.0023	NA	0.0002	NA	0	0.0003	2016
新竹香山沿海海域	中港溪口一	乙	7	3	5159	1	32.1	30.1	33.4	8.2	NA	6.7	107.4	9.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0003	NA	0.002	NA	0.0001	NA	0	0.0003	2015
新竹香山沿海海域	中港溪口二	乙	7	3	5160	1	30.8	29.6	33.5	8.2	NA	7.2	115.5	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00003	NA	NA	NA	0.0002	NA	0.0022	NA	0.0002	NA	0	0.0003	2015
新竹香山沿海海域	中港溪口二	乙	7	3	5160	1	31.1	29.6	33	8.2	NA	7	109.6	5.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00004	NA	NA	NA	0.0004	NA	0.0021	NA	0.0002	NA	0	0.0003	2016
新竹香山沿海海域	通霄溪口	乙	7	3	5161	1	30.5	29.7	33.7	8.2	NA	7.1	113.7	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00003	NA	NA	NA	0.0003	NA	0.0018	NA	0.0003	NA	0	0.0003	2015
新竹香山沿海海域	通霄溪口	乙	7	3	5161	1	30.2	29.2	32.2	8.2	NA	6.9	107.3	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0004	NA	0.002	NA	0.0002	NA	0	0.0003	2016
台中港沿海海域	大安溪口	乙	7	3	5162	1	30.2	29	32.1	8.2	NA	6.9	107.4	6.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0003	NA	0.0015	NA	0.0002	NA	0	0.0003	2016
台中港沿海海域	大安溪口	乙	7	3	5162	1	28.7	29.6	33.4	8.2	NA	6.6	104.6	5.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00003	NA	NA	NA	0.0002	NA	0.001	NA	0.0001	NA	0	0.0003	2015
台中港沿海海域	台中港沿海一	乙	7	3	5163	1	27.8	29.5	33.7	8.1	NA	6.4	102.6	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00003	NA	NA	NA	0.0003	NA	0.0017	NA	0.0003	NA	0	0.0003	2015
台中港沿海海域	台中港沿海一	乙	7	3	5163	1	29.5	29.2	32.5	8.2	NA	7	108.8	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00006	NA	NA	NA	0.0005	NA	0.0022	NA	0.0002	NA	0	0.0003	2016
台中港沿海海域	台中港沿海二	乙	7	3	5164	1	29.4	29.2	32.8	8.2	NA	6.7	105.2	9.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00005	NA	NA	NA	0.0005	NA	0.0032	NA	0.0002	NA	0	0.0003	2016
台中港沿海海域	台中港沿海二	乙	7	3	5164	1	28.1	29.3	33.8	8.1	NA	6.3	99.6	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00003	NA	NA	NA	0.0003	NA	0.0015	NA	0.0002	NA	0	0.0003	2015
台中港沿海海域	大肚溪口	乙	7	3	5165	1	28.9	28.9	32.7	8.2	NA	6.9	105.4	7.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0005	NA	0.0035	NA	0.0002	NA	0	0.0003	2016
台中港沿海海域	大肚溪口	乙	7	3	5165	1	27.4	29.3	33.8	8.1	NA	6.1	96.6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0003	NA	0.0012	NA	0.0002	NA	0	0.0003	2015
台中港沿海海域	大肚溪口外4海浬	乙	7	3	5166	1	28.7	30.2	32.1	8.1	NA	6.3	99.8	10.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00003	NA	NA	NA	0.0004	NA	0.0022	NA	0.0002	NA	0	0.0003	2015
台中港沿海海域	大肚溪口外4海浬	乙	7	3	5166	1	29.1	29	32.5	8.1	NA	5.9	90.7	26.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00007	NA	NA	NA	0.0008	NA	0.0082	NA	0.0001	NA	0	0.0003	2016
彰濱沿海海域	彰濱沿海一	乙	7	3	5167	1	30	29.4	32.5	8.2	NA	6.7	105.2	8.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0003	NA	0.0016	NA	0.0002	NA	0	0.0003	2016
彰濱沿海海域	彰濱沿海一	乙	7	3	5167	1	30.2	29.7	33.1	8	NA	6.1	97.3	7.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00003	NA	NA	NA	0.0003	NA	0.0017	NA	0.0001	NA	0	0.0003	2015
彰濱沿海海域	彰濱沿海二	乙	7	3	5168	1	31.8	29.5	33.3	8	NA	6.1	98	8.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0003	NA	0.0023	NA	0.0003	NA	0	0.0003	2015
彰濱沿海海域	彰濱沿海二	乙	7	3	5168	1	30.2	29.6	30.8	8.2	NA	6.5	101	10.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00004	NA	NA	NA	0.0003	NA	0.0014	NA	0.0001	NA	0	0.0003	2016
彰濱沿海海域	彰濱沿海三	乙	7	3	5169	1	32.6	29.4	33.8	8.1	NA	6.2	99.5	12.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0004	NA	0.0026	NA	0.0002	NA	0	0.0003	2015
彰濱沿海海域	彰濱沿海三	乙	7	3	5169	1	30.1	29.4	32.4	8.2	NA	6.7	103.7	11.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00005	NA	NA	NA	0.0004	NA	0.0018	NA	0.0001	NA	0	0.0003	2016
雲林沿海海域	濁水溪口一	甲	7	3	5170	1	28	28.7	34	8.1	NA	6.2	97.1	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00003	NA	NA	NA	0.0004	NA	0.0016	NA	0.0003	NA	0	0.0003	2015
雲林沿海海域	濁水溪口一	甲	7	3	5170	1	29.6	29.1	32.7	8.2	NA	6.7	104.2	17.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00003	NA	NA	NA	0.0005	NA	0.0015	NA	0.0001	NA	0	0.0003	2016
雲林沿海海域	濁水溪口二	甲	7	3	5171	1	27.5	28.6	34	8.1	NA	6.3	99.1	41.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0004	NA	0.0016	NA	0.0002	NA	0	0.0003	2015
雲林沿海海域	濁水溪口二	甲	7	3	5171	1	29.3	29.5	32.4	8.2	NA	6.4	100.7	14.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0005	NA	0.0017	NA	0.0001	NA	0	0.0003	2016
雲林沿海海域	濁水溪口外4海浬	甲	7	3	5172	1	27.4	28.9	34	8.2	NA	6.2	98.7	18.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00003	NA	NA	NA	0.0005	NA	0.0026	NA	0.0005	NA	0	0.0003	2015
雲林沿海海域	濁水溪口外4海浬	甲	7	3	5172	1	29.1	29.4	32.6	8.2	NA	6.6	103.6	12.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00004	NA	NA	NA	0.0005	NA	0.0022	NA	0.0002	NA	0	0.0003	2016
雲林沿海海域	六輕沿海一	甲	7	3	5173	1	27.4	28.5	33.9	8.1	NA	6.3	98.9	15.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00003	NA	NA	NA	0.0004	NA	0.0022	NA	0.0002	NA	0	0.0003	2015
雲林沿海海域	六輕沿海一	甲	7	3	5173	1	28.6	29.2	32.6	8.2	NA	6.7	103.8	12.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00004	NA	NA	NA	0.0005	NA	0.0019	NA	0.0002	NA	0	0.0003	2016
雲林沿海海域	六輕沿海二	甲	7	3	5174	1	28.4	29.2	32.4	8.2	NA	6.5	102	23.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00006	NA	NA	NA	0.0007	NA	0.0031	NA	0.0002	NA	0	0.0003	2016
雲林沿海海域	六輕沿海二	甲	7	3	5174	1	27.5	28.9	33.7	8.1	NA	6	94.8	79.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00003	NA	NA	NA	0.0006	NA	0.0017	NA	0.0001	NA	0	0.0003	2015
雲林沿海海域	台西外海	甲	7	3	5175	1	27.2	28.4	34	8.2	NA	6.3	99.1	23.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0004	NA	0.0017	NA	0.0002	NA	0	0.0003	2015
雲林沿海海域	台西外海	甲	7	3	5175	1	28.1	29	33	8.2	NA	6.6	102	8.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00006	NA	NA	NA	0.0002	NA	0.0016	NA	0.0001	NA	0	0.0003	2016
雲林沿海海域	三條崙外海	甲	7	3	5176	1	27	28.6	33.9	8.2	NA	6.3	99.2	14.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00003	NA	NA	NA	0.0006	NA	0.0034	NA	0.0006	NA	0	0.0003	2015
雲林沿海海域	三條崙外海	甲	7	3	5176	1	27.6	28.8	32.9	8.2	NA	6.8	105.6	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00006	NA	NA	NA	0.0003	NA	0.003	NA	0.0001	NA	0	0.0003	2016
雲林沿海海域	北港溪口一	甲	7	3	5177	1	26.9	28.9	32.5	8.1	NA	5.9	92.9	23.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00004	NA	NA	NA	0.0008	NA	0.0055	NA	0.0003	NA	0	0.0003	2015
雲林沿海海域	北港溪口一	甲	7	3	5177	1	27.6	28.5	31.2	8.2	NA	6.3	98.1	11.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00008	NA	NA	NA	0.0009	NA	0.0055	NA	0.0002	NA	0	0.0003	2016
東石布袋沿海海域	東石港外海一	甲	7	3	5178	1	32	32	33.2	8.2	NA	5.9	98	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0003	NA	0.0029	NA	0	0.0001	0	0.0003	2014
東石布袋沿海海域	東石港外海一	甲	7	3	5178	1	32.3	30.7	28.8	8	NA	5.8	91	37.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.002	NA	0.002	NA	0	0.0001	0	0.0003	2013
東石布袋沿海海域	東石港外海一	甲	7	3	5178	1	28.8	27.2	29.2	8.1	NA	6.1	92	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0006	NA	0.0016	NA	0	0.0001	0	0.0003	2016
東石布袋沿海海域	東石港外海一	甲	7	3	5178	1	27.5	28.5	33.2	8	NA	6.1	95.7	128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0008	NA	0.0018	NA	0.0001	NA	0	0.0003	2015
東石布袋沿海海域	東石港外海二	甲	7	3	5179	1	31.5	30.7	28	8	NA	5.8	91.6	27.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0025	NA	0.0021	NA	0	0.0001	0	0.0003	2013
東石布袋沿海海域	東石港外海二	甲	7	3	5179	1	31.9	32	33.3	8.2	NA	6	98.6	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0002	NA	0.0013	NA	0	0.0001	0	0.0003	2014
東石布袋沿海海域	東石港外海二	甲	7	3	5179	1	27.4	28.4	33.2	8	NA	6.1	95.5	111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0004	NA	0.0009	NA	0	0.0001	0	0.0003	2015
東石布袋沿海海域	東石港外海二	甲	7	3	5179	1	28.8	27.3	29.2	8.2	NA	6.2	92.6	13.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0007	NA	0.0021	NA	0.0001	NA	0	0.0003	2016
東石布袋沿海海域	布袋港外海一	甲	7	3	5180	1	32.5	30.2	31.8	8.1	NA	6.1	95.9	24.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.002	NA	0.0014	NA	0	0.0001	0	0.0003	2013
東石布袋沿海海域	布袋港外海一	甲	7	3	5180	1	31.3	33	33.1	8.2	NA	6	98.9	6.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0003	NA	0.0012	NA	0	0.0001	0	0.0003	2014
東石布袋沿海海域	布袋港外海一	甲	7	3	5180	1	29.4	27.7	27.1	8.1	NA	6.1	91.2	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0007	NA	0.0013	NA	0.0001	NA	0	0.0003	2016
東石布袋沿海海域	布袋港外海一	甲	7	3	5180	1	27.5	29	33.1	8	NA	5.7	90.1	62.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0008	NA	0.0007	NA	0.0001	NA	0	0.0003	2015
東石布袋沿海海域	布袋港外海二	甲	7	3	5181	1	31.3	30.3	32.3	8	NA	5.8	92.3	11.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0011	NA	0.0018	NA	0	0.0001	0	0.0003	2013
東石布袋沿海海域	布袋港外海二	甲	7	3	5181	1	29.6	27.7	29.5	8	NA	5.8	88.2	13.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0007	NA	0.0018	NA	0	0.0001	0	0.0003	2016
東石布袋沿海海域	布袋港外海二	甲	7	3	5181	1	30.9	32.3	33	8.1	NA	6.1	99.8	8.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0005	NA	0.0013	NA	0	0.0001	0	0.0003	2014
東石布袋沿海海域	布袋港外海二	甲	7	3	5181	1	27.4	29.2	33.1	8	NA	5.3	83.1	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0008	NA	0.0016	NA	0.0001	NA	0	0.0003	2015
東石布袋沿海海域	八掌溪口北側	甲	7	3	5182	1	32.4	30.2	33	8.1	NA	5.7	91.2	33.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0023	NA	0.0014	NA	0	0.0001	0	0.0003	2013
東石布袋沿海海域	八掌溪口北側	甲	7	3	5182	1	31	32	33.5	8.2	NA	6.1	99.7	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0003	NA	0.0012	NA	0	0.0001	0	0.0003	2014
東石布袋沿海海域	八掌溪口北側	甲	7	3	5182	1	27.5	28.7	33.3	8	NA	5.6	87.5	58.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0007	NA	0.001	NA	0	0.0001	0	0.0003	2015
東石布袋沿海海域	八掌溪口北側	甲	7	3	5182	1	29.8	27.7	28.2	8	NA	5.8	86.6	23.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0008	NA	0.002	NA	0.0001	NA	0	0.0003	2016
東石布袋沿海海域	朴子溪口外4海浬	甲	7	3	5183	1	33	30.4	30.6	8.1	NA	6.3	99.2	25.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0019	NA	0.0012	NA	0	0.0001	0	0.0003	2013
東石布袋沿海海域	朴子溪口外4海浬	甲	7	3	5183	1	27.6	28.8	33.2	8	NA	6.1	95.8	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0007	NA	0.0005	NA	0	0.0001	0	0.0003	2015
東石布袋沿海海域	朴子溪口外4海浬	甲	7	3	5183	1	31.3	31	33.2	8.2	NA	6.1	98.7	7.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0003	NA	0.0005	NA	0	0.0001	0	0.0003	2014
東石布袋沿海海域	朴子溪口外4海浬	甲	7	3	5183	1	29	27.4	29.5	8.1	NA	6.1	90.3	13.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0007	NA	0.0016	NA	0.0001	NA	0	0.0003	2016
二仁溪口沿海海域	二仁溪口南側	乙	7	3	5184	1	32.8	31.7	34	8.3	NA	7.6	124.5	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0005	NA	0.0023	NA	0	0.0001	0	0.0003	2014
