nameOfMPA	parentMPA	basedOn	_提報機關	authority	level	areaSuppliedByFATWInKM	lengthOfCoastSuppliedByFATWInKM	typeOfData	rawCoordinate	cleanedCoordinate	stepIType	distantExtentedInMeter
墾丁國家公園海域遊憩區海上育樂區四	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	LINESTRING	"21°56'19.43""N;120°48'21.14""E"	21°56'19.43sN 120°48'21.14sE	二至多點連線與陸域邊際共同圍成的面積	NA
墾丁國家公園海域遊憩區海上育樂區五	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	LINESTRING	"21°56'2.60""N;120°49'2.11""E"	21°56'2.60sN 120°49'2.11sE	二至多點連線與陸域邊際共同圍成的面積	NA
墾丁國家公園海域遊憩區海上育樂區五	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	LINESTRING	"21°55'50.36""N;120°49'15.89""E"	21°55'50.36sN 120°49'15.89sE	二至多點連線與陸域邊際共同圍成的面積	NA
墾丁國家公園海域遊憩區海上育樂區五	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	LINESTRING	"21°56'1.87""N;120°49'21.06""E"	21°56'1.87sN 120°49'21.06sE	二至多點連線與陸域邊際共同圍成的面積	NA
墾丁國家公園發電廠海域一般管制區	墾丁國家公園海域一般管制區	國家公園法	營建署	墾丁國家公園管理處	3	NA	NA	POLYGON	"21°55'10.72""N;120°44'23.08""E"	21°55'10.72sN 120°44'23.08sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園發電廠海域一般管制區	墾丁國家公園海域一般管制區	國家公園法	營建署	墾丁國家公園管理處	3	NA	NA	POLYGON	"21°55'10.81""N;120°44'37.19""E"	21°55'10.81sN 120°44'37.19sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園發電廠海域一般管制區	墾丁國家公園海域一般管制區	國家公園法	營建署	墾丁國家公園管理處	3	NA	NA	POLYGON	"21°55'28.20""N;120°44'37.27""E"	21°55'28.20sN 120°44'37.27sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園發電廠海域一般管制區	墾丁國家公園海域一般管制區	國家公園法	營建署	墾丁國家公園管理處	3	NA	NA	POLYGON	"21°55'36.70""N;120°44'47.64""E"	21°55'36.70sN 120°44'47.64sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園發電廠海域一般管制區	墾丁國家公園海域一般管制區	國家公園法	營建署	墾丁國家公園管理處	3	NA	NA	POLYGON	"21°55'46.04""N;120°44'37.24""E"	21°55'46.04sN 120°44'37.24sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園其他海域一般管制區	墾丁國家公園海域一般管制區	國家公園法	營建署	墾丁國家公園管理處	3	NA	NA	NA	NA	NA	特定行政或地理區域臨海邊界向外海延伸特定距離範圍內	NA
東沙環礁國家公園	NA	國家公園法	營建署	海洋國家公園管理處	NA	NA	NA	NA	NA	NA	NA	NA
東沙環礁國家公園生態保護區	東沙環礁國家公園	國家公園法	營建署	海洋國家公園管理處	1	576.6053	NA	POLYGON	"116°45’E, 20°49’N"	20°49'N 116°45'E	多邊形所圍面積減去多算的陸地面積	NA
東沙環礁國家公園生態保護區	東沙環礁國家公園	國家公園法	營建署	海洋國家公園管理處	1	576.6053	NA	POLYGON	"116°57’E, 20°49’N"	20°49'N 116°57'E	多邊形所圍面積減去多算的陸地面積	NA
東沙環礁國家公園生態保護區	東沙環礁國家公園	國家公園法	營建署	海洋國家公園管理處	1	576.6053	NA	POLYGON	"116°57’E, 20°34’N"	20°34'N 116°57'E	多邊形所圍面積減去多算的陸地面積	NA
東沙環礁國家公園生態保護區	東沙環礁國家公園	國家公園法	營建署	海洋國家公園管理處	1	576.6053	NA	POLYGON	"116°45’E, 20°34’N"	20°34'N 116°45'E	多邊形所圍面積減去多算的陸地面積	NA
東沙環礁國家公園東沙領海特別景觀區	東沙環礁國家公園	國家公園法	營建署	海洋國家公園管理處	2	2958.1027	NA	NA	NA	NA	NA	NA
東沙環礁國家公園東沙領海特別景觀區一	東沙環礁國家公園東沙領海特別景觀區	國家公園法	營建署	海洋國家公園管理處	2	NA	NA	POLYGON	"116°40’E, 20°49’N"	20°49'N 116°40'E	多邊形所圍面積減去多算的陸地面積	NA
東沙環礁國家公園東沙領海特別景觀區一	東沙環礁國家公園東沙領海特別景觀區	國家公園法	營建署	海洋國家公園管理處	2	NA	NA	POLYGON	"116°57’E, 20°49’N"	20°49'N 116°57'E	多邊形所圍面積減去多算的陸地面積	NA
東沙環礁國家公園東沙領海特別景觀區一	東沙環礁國家公園東沙領海特別景觀區	國家公園法	營建署	海洋國家公園管理處	2	NA	NA	POLYGON	"116°57’E, 20°34’N"	20°34'N 116°57'E	多邊形所圍面積減去多算的陸地面積	NA
東沙環礁國家公園東沙領海特別景觀區一	東沙環礁國家公園東沙領海特別景觀區	國家公園法	營建署	海洋國家公園管理處	2	NA	NA	POLYGON	"116°40’E, 20°34’N"	20°34'N 116°40'E	多邊形所圍面積減去多算的陸地面積	NA
東沙環礁國家公園南北水道及東沙島周邊海域特別景觀區	東沙環礁國家公園	國家公園法	營建署	海洋國家公園管理處	2	NA	NA	POLYGON	"116°40’E, 20°49’N"	20°49'N 116°40'E	多邊形所圍面積減去多算的陸地面積	NA
東沙環礁國家公園南北水道及東沙島周邊海域特別景觀區	東沙環礁國家公園	國家公園法	營建署	海洋國家公園管理處	2	NA	NA	POLYGON	"116°45’E, 20°49’N"	20°49'N 116°45'E	多邊形所圍面積減去多算的陸地面積	NA
東沙環礁國家公園南北水道及東沙島周邊海域特別景觀區	東沙環礁國家公園	國家公園法	營建署	海洋國家公園管理處	2	NA	NA	POLYGON	"116°45’E, 20°34’N"	20°34'N 116°45'E	多邊形所圍面積減去多算的陸地面積	NA
東沙環礁國家公園南北水道及東沙島周邊海域特別景觀區	東沙環礁國家公園	國家公園法	營建署	海洋國家公園管理處	2	NA	NA	POLYGON	"116°40’E, 20°34’N"	20°34'N 116°40'E	多邊形所圍面積減去多算的陸地面積	NA
東沙環礁國家公園一般管制區	東沙環礁國家公園	國家公園法	營建署	海洋國家公園管理處	3	0.1858	NA	NA	NA	NA	NA	NA
澎湖南方四島國家公園	NA	國家公園法	營建署	海洋國家公園管理處	NA	NA	NA	NA	NA	NA	NA	NA
澎湖南方四島國家公園海域生態保護區	澎湖南方四島國家公園	國家公園法	營建署	海洋國家公園管理處	1	0.7094	NA	POLYGON	"23°16'51""N;119°30'00""E"	23°16'51sN 119°30'00sE	多邊形所圍面積減去多算的陸地面積	NA
澎湖南方四島國家公園海域生態保護區	澎湖南方四島國家公園	國家公園法	營建署	海洋國家公園管理處	1	0.7094	NA	POLYGON	"23°16'51""N;119°30'35""E"	23°16'51sN 119°30'35sE	多邊形所圍面積減去多算的陸地面積	NA
澎湖南方四島國家公園海域生態保護區	澎湖南方四島國家公園	國家公園法	營建署	海洋國家公園管理處	1	0.7094	NA	POLYGON	"23°16'28""N;119°30'35""E"	23°16'28sN 119°30'35sE	多邊形所圍面積減去多算的陸地面積	NA
澎湖南方四島國家公園海域生態保護區	澎湖南方四島國家公園	國家公園法	營建署	海洋國家公園管理處	1	0.7094	NA	POLYGON	"23°16'28""N;119°30'00""E"	23°16'28sN 119°30'00sE	多邊形所圍面積減去多算的陸地面積	NA
澎湖南方四島國家公園海域特別景觀區	澎湖南方四島國家公園	國家公園法	營建署	海洋國家公園管理處	2	166.0003	NA	POLYGON	"23°18'00""N;119°29'32""E"	23°18'00sN 119°29'32sE	多邊形所圍面積減去多算的陸地面積	NA
澎湖南方四島國家公園海域特別景觀區	澎湖南方四島國家公園	國家公園法	營建署	海洋國家公園管理處	2	166.0003	NA	POLYGON	"23°18'00""N;119°41'22""E"	23°18'00sN 119°41'22sE	多邊形所圍面積減去多算的陸地面積	NA
澎湖南方四島國家公園海域特別景觀區	澎湖南方四島國家公園	國家公園法	營建署	海洋國家公園管理處	2	166.0003	NA	POLYGON	"23°13'30""N;119°41'22""E"	23°13'30sN 119°41'22sE	多邊形所圍面積減去多算的陸地面積	NA
澎湖南方四島國家公園海域特別景觀區	澎湖南方四島國家公園	國家公園法	營建署	海洋國家公園管理處	2	166.0003	NA	POLYGON	"23°13'30""N;119°29'32""E"	23°13'30sN 119°29'32sE	多邊形所圍面積減去多算的陸地面積	NA
澎湖南方四島國家公園海域遊憩區	澎湖南方四島國家公園	國家公園法	營建署	海洋國家公園管理處	3	0.2561	NA	NA	NA	NA	NA	NA
澎湖南方四島國家公園海域一般管制區	澎湖南方四島國家公園	國家公園法	營建署	海洋國家公園管理處	3	187.7675	NA	NA	NA	NA	NA	NA
臺江國家公園	NA	國家公園法	營建署	臺江國家公園管理處	NA	NA	NA	NA	NA	NA	NA	NA
臺江國家公園海域一般管制區(一)	臺江國家公園	國家公園法	營建署	臺江國家公園管理處	3	115.44	NA	POLYGON	23°180651 N;120°068586 E	23°10'50.34sN 120°4'6.9sE	多邊形所圍面積減去多算的陸地面積	NA
臺江國家公園海域一般管制區(一)	臺江國家公園	國家公園法	營建署	臺江國家公園管理處	3	115.44	NA	POLYGON	23°180651 N;119°995844 E	23°10'50.34sN 119°59'45.03sE	多邊形所圍面積減去多算的陸地面積	NA
臺江國家公園海域一般管制區(一)	臺江國家公園	國家公園法	營建署	臺江國家公園管理處	3	115.44	NA	POLYGON	23°109443 N;119°999106 E	23°6'33.99sN 119°59'56.78sE	多邊形所圍面積減去多算的陸地面積	NA
臺江國家公園海域一般管制區(一)	臺江國家公園	國家公園法	營建署	臺江國家公園管理處	3	115.44	NA	POLYGON	23°033636 N;120°018332 E	23°2'1.08sN 120°1'5.99sE	多邊形所圍面積減去多算的陸地面積	NA
臺江國家公園海域一般管制區(一)	臺江國家公園	國家公園法	營建署	臺江國家公園管理處	3	115.44	NA	POLYGON	22°996665 N;120°040991 E	22°59'47.99sN 120°2'27.56sE	多邊形所圍面積減去多算的陸地面積	NA
臺江國家公園海域一般管制區(一)	臺江國家公園	國家公園法	營建署	臺江國家公園管理處	3	115.44	NA	POLYGON	22°996665 N;120°138151 E	22°59'47.99sN 120°8'17.34sE	多邊形所圍面積減去多算的陸地面積	NA
臺江國家公園海域一般管制區(二)	臺江國家公園	國家公園法	營建署	臺江國家公園管理處	3	228.61	NA	NA	NA	NA	NA	NA
東北角暨宜蘭海岸國家風景區	NA	都市計畫法	觀光局	東北角暨宜蘭海岸國家風景區管理處	3	42.63	NA	NA	NA	NA	NA	NA
東北角暨宜蘭海岸國家風景區海域資源保護區	東北角暨宜蘭海岸國家風景區	都市計畫法	觀光局	東北角暨宜蘭海岸國家風景區管理處	3	42.63	NA	LINESTRING	25°7’45.73”N;121°55’26.50”E	25°7'45.73sN 121°55'26.50sE	二至多點連線與陸域邊際共同圍成的面積	NA
東北角暨宜蘭海岸國家風景區海域資源保護區	東北角暨宜蘭海岸國家風景區	都市計畫法	觀光局	東北角暨宜蘭海岸國家風景區管理處	3	42.63	NA	LINESTRING	25°1’9.83”N;121°59’52.10”E	25°1'9.83sN 121°59'52.10sE	二至多點連線與陸域邊際共同圍成的面積	NA
東部海岸國家風景區	NA		觀光局	東部海岸國家風景區管理處	3	1.3217	NA	NA	NA	NA	NA	NA
東部海岸國家風景區綠島海參坪至帆船鼻間海域資源保育區	東部海岸國家風景區		觀光局	東部海岸國家風景區管理處	3	1.3217	NA	POLYGON	"22°38'46.15""N;121°30'0.06""E"	22°38'46.15sN 121°30'0.06sE	多邊形所圍面積減去多算的陸地面積	NA
東部海岸國家風景區綠島海參坪至帆船鼻間海域資源保育區	東部海岸國家風景區		觀光局	東部海岸國家風景區管理處	3	1.3217	NA	POLYGON	"22°39'15.66""N;121°30'39.12""E"	22°39'15.66sN 121°30'39.12sE	多邊形所圍面積減去多算的陸地面積	NA
東部海岸國家風景區綠島海參坪至帆船鼻間海域資源保育區	東部海岸國家風景區		觀光局	東部海岸國家風景區管理處	3	1.3217	NA	POLYGON	"22°38'43.27""N;121°30'35.89""E"	22°38'43.27sN 121°30'35.89sE	多邊形所圍面積減去多算的陸地面積	NA
東部海岸國家風景區綠島海參坪至帆船鼻間海域資源保育區	東部海岸國家風景區		觀光局	東部海岸國家風景區管理處	3	1.3217	NA	POLYGON	"22°38'4.5""N;121°30'31.39""E"	22°38'4.5sN 121°30'31.39sE	多邊形所圍面積減去多算的陸地面積	NA
馬祖燕鷗保護區	NA	野生動物保育法	林務局	連江縣政府	1	0.756538	NA	NA	NA	NA	NA	NA
馬祖燕鷗保護區緩衝區	馬祖燕鷗保護區	野生動物保育法	林務局	連江縣政府	1	0.596995	NA	NA	NA	NA	NA	NA
馬祖燕鷗保護區核心區	馬祖燕鷗保護區	野生動物保育法	林務局	連江縣政府	1	0.159543	NA	NA	NA	NA	NA	NA
馬祖燕鷗保護區劉泉礁島緩衝區	馬祖燕鷗保護區緩衝區	野生動物保育法	林務局	連江縣政府	1	NA	NA	POINT	26°05'08”N;119°57'44”E	26°05'08sN 119°57'44sE	特定行政或地理區域臨海邊界向外海延伸特定距離範圍內	NA
馬祖燕鷗保護區鐵尖島緩衝區	馬祖燕鷗保護區緩衝區	野生動物保育法	林務局	連江縣政府	1	NA	NA	POINT	26°16'22”N;119°58'36”E	26°16'22sN 119°58'36sE	特定行政或地理區域臨海邊界向外海延伸特定距離範圍內	NA
馬祖燕鷗保護區進嶼島緩衝區	馬祖燕鷗保護區緩衝區	野生動物保育法	林務局	連江縣政府	1	NA	NA	POINT	26°11'42”N;119°56'53”E	26°11'42sN 119°56'53sE	特定行政或地理區域臨海邊界向外海延伸特定距離範圍內	NA
馬祖燕鷗保護區三連嶼島緩衝區	馬祖燕鷗保護區緩衝區	野生動物保育法	林務局	連江縣政府	1	NA	NA	POINT	26°14'14”N;120°03'41”E	26°14'14sN 120°03'41sE	特定行政或地理區域臨海邊界向外海延伸特定距離範圍內	NA
馬祖燕鷗保護區蛇山島緩衝區	馬祖燕鷗保護區緩衝區	野生動物保育法	林務局	連江縣政府	1	NA	NA	POINT	25°58'35”N;119°55'15”E	25°58'35sN 119°55'15sE	特定行政或地理區域臨海邊界向外海延伸特定距離範圍內	NA
馬祖燕鷗保護區雙子礁島緩衝區	馬祖燕鷗保護區緩衝區	野生動物保育法	林務局	連江縣政府	1	NA	NA	POINT	26°21'13”N;120°28'58”E	26°21'13sN 120°28'58sE	特定行政或地理區域臨海邊界向外海延伸特定距離範圍內	NA
馬祖燕鷗保護區中島緩衝區	馬祖燕鷗保護區緩衝區	野生動物保育法	林務局	連江縣政府	1	NA	NA	POINT	26°15'26”N;119°59'34”E	26°15'26sN 119°59'34sE	特定行政或地理區域臨海邊界向外海延伸特定距離範圍內	NA
馬祖燕鷗保護區白廟緩衝區	馬祖燕鷗保護區緩衝區	野生動物保育法	林務局	連江縣政府	1	NA	NA	POINT	26°16'54”N;119°59'55”E	26°16'54sN 119°59'55sE	特定行政或地理區域臨海邊界向外海延伸特定距離範圍內	NA
馬祖燕鷗保護區劉泉礁島核心區	馬祖燕鷗保護區核心區	野生動物保育法	林務局	連江縣政府	1	NA	NA	POINT	26°05'08”N;119°57'44”E	26°05'08sN 119°57'44sE	特定行政或地理區域所圍範圍	NA
馬祖燕鷗保護區鐵尖島核心區	馬祖燕鷗保護區核心區	野生動物保育法	林務局	連江縣政府	1	NA	NA	POINT	26°16'22”N;119°58'36”E	26°16'22sN 119°58'36sE	特定行政或地理區域所圍範圍	NA
馬祖燕鷗保護區進嶼島核心區	馬祖燕鷗保護區核心區	野生動物保育法	林務局	連江縣政府	1	NA	NA	POINT	26°11'42”N;119°56'53”E	26°11'42sN 119°56'53sE	特定行政或地理區域所圍範圍	NA
馬祖燕鷗保護區三連嶼島核心區	馬祖燕鷗保護區核心區	野生動物保育法	林務局	連江縣政府	1	NA	NA	POINT	26°14'14”N;120°03'41”E	26°14'14sN 120°03'41sE	特定行政或地理區域所圍範圍	NA
馬祖燕鷗保護區蛇山島核心區	馬祖燕鷗保護區核心區	野生動物保育法	林務局	連江縣政府	1	NA	NA	POINT	25°58'35”N;119°55'15”E	25°58'35sN 119°55'15sE	特定行政或地理區域所圍範圍	NA
馬祖燕鷗保護區雙子礁島核心區	馬祖燕鷗保護區核心區	野生動物保育法	林務局	連江縣政府	1	NA	NA	POINT	26°21'13”N;120°28'58”E	26°21'13sN 120°28'58sE	特定行政或地理區域所圍範圍	NA
馬祖燕鷗保護區中島核心區	馬祖燕鷗保護區核心區	野生動物保育法	林務局	連江縣政府	1	NA	NA	POINT	26°15'26”N;119°59'34”E	26°15'26sN 119°59'34sE	特定行政或地理區域所圍範圍	NA
馬祖燕鷗保護區白廟核心區	馬祖燕鷗保護區核心區	野生動物保育法	林務局	連江縣政府	1	NA	NA	POINT	26°16'54”N;119°59'55”E	26°16'54sN 119°59'55sE	特定行政或地理區域所圍範圍	NA
澎湖貓嶼野生動物保護區	NA	野生動物保育法	林務局	澎湖縣政府				POINT	北緯 23°19.13' 東經 119°19.12'	23°19.13'N 119°19.12'E	特定行政或地理區域臨海邊界向外海延伸特定距離範圍內	
棉花嶼花瓶嶼野生動物保護區	NA	野生動物保育法	林務局	基隆市政府				POINT	北緯 25°29.06' 東經 122°06.20'	25°29.06'N 122°06.20'E	NA	
澎湖玄武岩自然保留區	NA	文化資產保存法 	林務局	澎湖縣政府	1			NA	NA	NA	NA	
澎湖玄武岩自然保留區釘鉤嶼	澎湖玄武岩自然保留區	文化資產保存法 	林務局	澎湖縣政府	1				"23°35'23""~23°35'37""N 119°40'58""~119°41'19""E"	NA	NA	
澎湖玄武岩自然保留區雞善嶼	澎湖玄武岩自然保留區	文化資產保存法 	林務局	澎湖縣政府	1				23°35’57”~23°36’5”N 119°40’11”~119°40’22”E	NA	NA	
澎湖玄武岩自然保留區小白沙嶼	澎湖玄武岩自然保留區	文化資產保存法 	林務局	澎湖縣政府	1			NA	NA	NA	NA	
澎湖玄武岩自然保留區東吉嶼	澎湖玄武岩自然保留區	文化資產保存法 	林務局	澎湖縣政府	1				"23°15'5""~23°14'13""N 119°39'5""~119°39'52""E"	NA	NA	
澎湖玄武岩自然保留區西吉嶼	澎湖玄武岩自然保留區	文化資產保存法 	林務局	澎湖縣政府	1				"23°13'10""~23°13'19""N 119°35'42""~119°36'27""E"	NA	NA	
澎湖玄武岩自然保留區鐵砧嶼	澎湖玄武岩自然保留區	文化資產保存法 	林務局	澎湖縣政府	1				"23°15'45""~23°15'50""N 119°29'15""~119°29'20""E"	NA	NA	
澎湖玄武岩自然保留區頭巾嶼	澎湖玄武岩自然保留區	文化資產保存法 	林務局	澎湖縣政府	1			POINT	"23°17'25""N;119°30'4""E"	23°17'25sN 119°30'4sE	NA	
旭海觀音鼻自然保留區	NA	文化資產保存法 	林務局	屏東縣政府	1			POINT	"22°13'31.8""N 120°52'58.3""E"	22°13'31.8sN 120°52'58.3sE		
